iso3,country_ru,Country,region_ru,Region,subregion_ru,Subregion,year,sex,age_group,count,rate_per_100k
HND,Гондурас,Honduras,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Все,Все,3659.0,34.9679353875888
HUN,Венгрия,Hungary,Европа,Europe,Восточная Европа,Восточная Европа,2022,Все,Все,94.0,0.970642654757226
ISL,Исландия,Iceland,Европа,Europe,Северная Европа,Северная Европа,2022,Все,Все,4.0,1.05164773481651
IND,Индия,India,Азия,Asia,Южная Азия,Южная Азия,2022,Все,Все,40130.0,2.81530423021647
IDN,Индонезия,Indonesia,Азия,Asia,Южно-восточная Азия,Южно-восточная Азия,2022,Все,Все,847.0,0.303768746039586
IRL,Ирландия,Ireland,Европа,Europe,Северная Европа,Северная Европа,2022,Все,Все,44.0,0.861054139659655
ISR,Израиль,Israel,Азия,Asia,Западная Азия,Западная Азия,2022,Все,Все,148.0,1.62581066709758
ITA,Италия,Italy,Европа,Europe,Южная Европа,Южная Европа,2022,Все,Все,322.0,0.540095240763765
JAM,Ямайка,Jamaica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Все,Все,1508.0,53.1146007388142
JPN,Япония,Japan,Азия,Asia,Восточная Азия,Восточная Азия,2022,Все,Все,289.0,0.231204479818001
JOR,Иордания,Jordan,Азия,Asia,Западная Азия,Западная Азия,2022,Все,Все,126.0,1.11937678075855
KAZ,Казахстан,Kazakhstan,Азия,Asia,Центральная Азия,Центральная Азия,2022,Все,Все,511.0,2.55058633787163
KEN,Кения,Kenya,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2022,Все,Все,2643.0,4.87166844718499
LVA,Латвия,Latvia,Европа,Europe,Северная Европа,Северная Европа,2022,Все,Все,67.0,3.56181584561495
LTU,Литва,Lithuania,Европа,Europe,Северная Европа,Северная Европа,2022,Все,Все,67.0,2.37848472418186
LUX,Люксембург,Luxembourg,Европа,Europe,Западная Европа,Западная Европа,2022,Все,Все,10.0,1.5306610542428
MYS,Малайзия,Malaysia,Азия,Asia,Южно-восточная Азия,Южно-восточная Азия,2022,Все,Все,240.0,0.691732496782795
MLT,Мальта,Malta,Европа,Europe,Южная Европа,Южная Европа,2022,Все,Все,8.0,1.51460075124197
MUS,Маврикий,Mauritius,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2022,Все,Все,29.0,2.27249663925174
MEX,Мексика,Mexico,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Все,Все,33287.0,25.8814968854168
MNG,Монголия,Mongolia,Азия,Asia,Восточная Азия,Восточная Азия,2022,Все,Все,202.0,5.96571485950299
MNE,Черногория,Montenegro,Европа,Europe,Южная Европа,Южная Европа,2022,Все,Все,16.0,2.60311804733607
MAR,Марокко,Morocco,Африка,Africa,Северная Африка,Северная Африка,2022,Все,Все,618.0,1.65554646642091
MMR,Мьянма,Myanmar,Азия,Asia,Южно-восточная Азия,Южно-восточная Азия,2022,Все,Все,2098.0,3.90276297667527
NLD,Нидерланды,Netherlands (Kingdom of the),Европа,Europe,Западная Европа,Западная Европа,2022,Все,Все,143.0,0.798685419651381
NZL,Новая Зеландия,New Zealand,Океания,Oceania,Австралия и Новая Зеландия,Австралия и Новая Зеландия,2022,Все,Все,75.0,1.46149415952832
MKD,Северная Македония,North Macedonia,Европа,Europe,Южная Европа,Южная Европа,2022,Все,Все,18.0,0.978137007650662
NOR,Норвегия,Norway,Европа,Europe,Северная Европа,Северная Европа,2022,Все,Все,30.0,0.549772609467286
OMN,Оман,Oman,Азия,Asia,Западная Азия,Западная Азия,2022,Все,Все,12.0,0.253687667354583
PAK,Пакистан,Pakistan,Азия,Asia,Южная Азия,Южная Азия,2022,Все,Все,9937.0,4.07754321000689
PAN,Панама,Panama,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Все,Все,499.0,11.3389170493456
PRY,Парагвай,Paraguay,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Все,Все,512.0,7.57344466296988
POL,Польша,Poland,Европа,Europe,Восточная Европа,Восточная Европа,2022,Все,Все,270.0,0.703386223722305
PRT,Португалия,Portugal,Европа,Europe,Южная Европа,Южная Европа,2022,Все,Все,75.0,0.719971949892832
PRI,Пуэрто-Рико,Puerto Rico,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Все,Все,572.0,17.6490453393793
QAT,Катар,Qatar,Азия,Asia,Западная Азия,Западная Азия,2022,Все,Все,2.0,0.0691454145354033
KOR,Республика Корея,Republic of Korea,Азия,Asia,Восточная Азия,Восточная Азия,2022,Все,Все,257.0,0.49630655708926
MDA,Молдова,Republic of Moldova,Европа,Europe,Восточная Европа,Восточная Европа,2022,Все,Все,75.0,2.46711784221268
ROU,Румыния,Romania,Европа,Europe,Восточная Европа,Восточная Европа,2022,Все,Все,247.0,1.28868853637199
KNA,Сент-Китс и Невис,Saint Kitts and Nevis,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Все,Все,11.0,23.5498132071634
LCA,Сент-Люсия,Saint Lucia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Все,Все,66.0,36.9166745907004
VCT,Сент-Винсент и Гренадины,Saint Vincent and the Grenadines,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Все,Все,42.0,41.1579091782137
SRB,Сербия,Serbia,Европа,Europe,Южная Европа,Южная Европа,2022,Все,Все,74.0,1.08964325742373
SYC,Сейшельские Острова,Seychelles,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2022,Все,Все,10.0,7.96669919735506
SGP,Сингапур,Singapore,Азия,Asia,Южно-восточная Азия,Южно-восточная Азия,2022,Все,Все,7.0,0.123896338057884
SVK,Словакия,Slovakia,Европа,Europe,Восточная Европа,Восточная Европа,2022,Все,Все,42.0,0.767376066253057
SVN,Словения,Slovenia,Европа,Europe,Южная Европа,Южная Европа,2022,Все,Все,13.0,0.614590956625007
ZAF,Южная Африка,South Africa,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2022,Все,Все,27272.0,43.7202551331462
ESP,Испания,Spain,Европа,Europe,Южная Европа,Южная Европа,2022,Все,Все,325.0,0.679512839473507
PSE,Государство Палестина,State of Palestine,Азия,Asia,Западная Азия,Западная Азия,2022,Все,Все,33.0,0.622023007311598
SUR,Суринам,Suriname,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Все,Все,45.0,7.22121303541283
SWE,Швеция,Sweden,Европа,Europe,Северная Европа,Северная Европа,2022,Все,Все,116.0,1.10609575089503
CHE,Швейцария,Switzerland,Европа,Europe,Западная Европа,Западная Европа,2022,Все,Все,42.0,0.477697117734824
TTO,Тринидад и Тобаго,Trinidad and Tobago,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Все,Все,605.0,40.4432986623964
TCA,Теркс и Кайкос,Turks and Caicos Islands,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Все,Все,35.0,76.3400403511642
TUR,Турция,Türkiye,Азия,Asia,Западная Азия,Западная Азия,2022,Все,Все,2282.0,2.62122678525057
UGA,Уганда,Uganda,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2022,Все,Все,4143.0,8.75663044480037
ARE,Объединённые Арабские Эмираты,United Arab Emirates,Азия,Asia,Западная Азия,Западная Азия,2022,Все,Все,71.0,0.693218125037315
USA,Соединённые Штаты Америки,United States of America,Америка,Americas,Северная Америка,Северная Америка,2022,Все,Все,22243.0,6.51267429794199
URY,Уругвай,Uruguay,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Все,Все,383.0,11.2948931452974
VEN,Венесуэла,Venezuela (Bolivarian Republic of),Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Все,Все,3568.0,12.6466448562847
ZWE,Зимбабве,Zimbabwe,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2022,Все,Все,1086.0,6.75833125350771
DZA,Алжир,Algeria,Африка,Africa,Северная Африка,Северная Африка,2022,Женщины,0-9,7.0,0.145768360123649
ATG,Антигуа и Барбуда,Antigua and Barbuda,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,0.0,0.0
ARG,Аргентина,Argentina,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,22.0,0.678492063724591
AUS,Австралия,Australia,Океания,Oceania,Австралия и Новая Зеландия,Австралия и Новая Зеландия,2022,Женщины,0-9,3.0,0.196789574875481
AUT,Австрия,Austria,Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,0-9,2.0,0.471342383107089
BHS,Багамские Острова,Bahamas,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,0.0,0.0
BRB,Барбадос,Barbados,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,0.0,0.0
BLZ,Белиз,Belize,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,0.0,0.0
BOL,Боливия,Bolivia (Plurinational State of),Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,16.0,1.3153913947095
BIH,Босния и Герцеговина,Bosnia and Herzegovina,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,0-9,1.0,0.758909598688604
CAN,Канада,Canada,Америка,Americas,Северная Америка,Северная Америка,2022,Женщины,0-9,5.0,0.261089516107134
CHL,Чили,Chile,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,3.0,0.273082528270869
COL,Колумбия,Colombia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,21.0,0.606252629801214
CRI,Коста-Рика,Costa Rica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,1.0,0.315743773927458
HRV,Хорватия,Croatia,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,0-9,1.0,0.585666972189604
CZE,Чехия,Czechia,Европа,Europe,Восточная Европа,Восточная Европа,2022,Женщины,0-9,6.0,1.09901381826708
DNK,Дания,Denmark,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,0-9,2.0,0.668221395112629
DMA,Доминика,Dominica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,0.0,0.0
DOM,Доминиканская Республика,Dominican Republic,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,3.0,0.3004165275154
ECU,Эквадор,Ecuador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,22.0,1.53327734547875
SLV,Сальвадор,El Salvador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,1.0,0.19637838973648
EST,Эстония,Estonia,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,0-9,0.0,0.0
FIN,Финляндия,Finland,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,0-9,0.0,0.0
FRA,Франция,France,Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,0-9,25.0,0.708446295095086
DEU,Германия,Germany,Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,0-9,24.0,0.622653859714529
GRD,Гренада,Grenada,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,0.0,0.0
GTM,Гватемала,Guatemala,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,8.0,0.414910105835788
GUY,Гайана,Guyana,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,0.0,0.0
VAT,Святой Престол,Holy See,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,0-9,0.0,0.0
HND,Гондурас,Honduras,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,9.0,0.832025589409239
HUN,Венгрия,Hungary,Европа,Europe,Восточная Европа,Восточная Европа,2022,Женщины,0-9,2.0,0.440151015813526
ISL,Исландия,Iceland,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,0-9,0.0,0.0
IRL,Ирландия,Ireland,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,0-9,2.0,0.650140105192669
ITA,Италия,Italy,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,0-9,3.0,0.134182889937155
JAM,Ямайка,Jamaica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,4.0,2.33648954128869
JOR,Иордания,Jordan,Азия,Asia,Западная Азия,Западная Азия,2022,Женщины,0-9,7.0,0.60549704820189
KEN,Кения,Kenya,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2022,Женщины,0-9,44.0,0.642710133347746
LVA,Латвия,Latvia,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,0-9,1.0,1.03940919981083
LTU,Литва,Lithuania,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,0-9,0.0,0.0
MLT,Мальта,Malta,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,0-9,0.0,0.0
MUS,Маврикий,Mauritius,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2022,Женщины,0-9,0.0,0.0
MEX,Мексика,Mexico,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,95.0,0.907710147320401
MNE,Черногория,Montenegro,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,0-9,0.0,0.0
MAR,Марокко,Morocco,Африка,Africa,Северная Африка,Северная Африка,2022,Женщины,0-9,6.0,0.18921786166156
NLD,Нидерланды,Netherlands (Kingdom of the),Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,0-9,4.0,0.458136358560421
NOR,Норвегия,Norway,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,0-9,0.0,0.0
PAN,Панама,Panama,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,4.0,1.08990934679008
POL,Польша,Poland,Европа,Europe,Восточная Европа,Восточная Европа,2022,Женщины,0-9,6.0,0.326210260454427
PRT,Португалия,Portugal,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,0-9,2.0,0.477326399371838
KNA,Сент-Китс и Невис,Saint Kitts and Nevis,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,0.0,0.0
LCA,Сент-Люсия,Saint Lucia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,0.0,0.0
VCT,Сент-Винсент и Гренадины,Saint Vincent and the Grenadines,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,0.0,0.0
SVN,Словения,Slovenia,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,0-9,0.0,0.0
ESP,Испания,Spain,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,0-9,3.0,0.153900966267217
SUR,Суринам,Suriname,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,1.0,1.87770506886483
CHE,Швейцария,Switzerland,Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,0-9,1.0,0.232200658521068
TUR,Турция,Türkiye,Азия,Asia,Западная Азия,Западная Азия,2022,Женщины,0-9,26.0,0.416278307024945
URY,Уругвай,Uruguay,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,0-9,4.0,1.97944837722348
DZA,Алжир,Algeria,Африка,Africa,Северная Африка,Северная Африка,2022,Женщины,10-14,0.0,0.0
ATG,Антигуа и Барбуда,Antigua and Barbuda,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,0.0,0.0
ARG,Аргентина,Argentina,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,6.0,0.336403953867804
AUS,Австралия,Australia,Океания,Oceania,Австралия и Новая Зеландия,Австралия и Новая Зеландия,2022,Женщины,10-14,3.0,0.376235463202291
AUT,Австрия,Austria,Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,10-14,2.0,0.964864460664888
BHS,Багамские Острова,Bahamas,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,0.0,0.0
BRB,Барбадос,Barbados,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,0.0,0.0
BLZ,Белиз,Belize,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,0.0,0.0
BOL,Боливия,Bolivia (Plurinational State of),Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,6.0,1.01138823148654
BIH,Босния и Герцеговина,Bosnia and Herzegovina,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,10-14,0.0,0.0
CAN,Канада,Canada,Америка,Americas,Северная Америка,Северная Америка,2022,Женщины,10-14,2.0,0.193517455516384
CHL,Чили,Chile,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,2.0,0.330802419158091
COL,Колумбия,Colombia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,27.0,1.46458749486377
CRI,Коста-Рика,Costa Rica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,0.0,0.0
HRV,Хорватия,Croatia,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,10-14,0.0,0.0
CZE,Чехия,Czechia,Европа,Europe,Восточная Европа,Восточная Европа,2022,Женщины,10-14,1.0,0.350858726733681
DNK,Дания,Denmark,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,10-14,0.0,0.0
DMA,Доминика,Dominica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,0.0,0.0
DOM,Доминиканская Республика,Dominican Republic,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,3.0,0.601767390826858
ECU,Эквадор,Ecuador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,8.0,1.01048376910446
SLV,Сальвадор,El Salvador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,0.0,0.0
EST,Эстония,Estonia,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,10-14,0.0,0.0
FIN,Финляндия,Finland,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,10-14,1.0,0.646868187669399
FRA,Франция,France,Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,10-14,6.0,0.302922444281203
DEU,Германия,Germany,Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,10-14,7.0,0.381180051758806
GRD,Гренада,Grenada,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,0.0,0.0
GTM,Гватемала,Guatemala,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,16.0,1.68572856925368
GUY,Гайана,Guyana,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,0.0,0.0
VAT,Святой Престол,Holy See,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,10-14,0.0,0.0
HND,Гондурас,Honduras,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,9.0,1.72563711960487
HUN,Венгрия,Hungary,Европа,Europe,Восточная Европа,Восточная Европа,2022,Женщины,10-14,0.0,0.0
ISL,Исландия,Iceland,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,10-14,0.0,0.0
IRL,Ирландия,Ireland,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,10-14,0.0,0.0
ITA,Италия,Italy,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,10-14,2.0,0.147758830991233
JAM,Ямайка,Jamaica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,2.0,1.96375883077799
JOR,Иордания,Jordan,Азия,Asia,Западная Азия,Западная Азия,2022,Женщины,10-14,2.0,0.329654118657352
KEN,Кения,Kenya,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2022,Женщины,10-14,26.0,0.761454248753631
LVA,Латвия,Latvia,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,10-14,2.0,4.10205923373533
LTU,Литва,Lithuania,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,10-14,0.0,0.0
MLT,Мальта,Malta,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,10-14,0.0,0.0
MUS,Маврикий,Mauritius,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2022,Женщины,10-14,0.0,0.0
MEX,Мексика,Mexico,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,58.0,1.04931718398004
MNE,Черногория,Montenegro,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,10-14,0.0,0.0
MAR,Марокко,Morocco,Африка,Africa,Северная Африка,Северная Африка,2022,Женщины,10-14,0.0,0.0
NLD,Нидерланды,Netherlands (Kingdom of the),Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,10-14,1.0,0.213855254209741
NOR,Норвегия,Norway,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,10-14,0.0,0.0
PAN,Панама,Panama,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,3.0,1.63367104944305
POL,Польша,Poland,Европа,Europe,Восточная Европа,Восточная Европа,2022,Женщины,10-14,2.0,0.195384910716423
PRT,Португалия,Portugal,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,10-14,0.0,0.0
KNA,Сент-Китс и Невис,Saint Kitts and Nevis,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,0.0,0.0
LCA,Сент-Люсия,Saint Lucia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,0.0,0.0
VCT,Сент-Винсент и Гренадины,Saint Vincent and the Grenadines,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,0.0,0.0
SVN,Словения,Slovenia,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,10-14,0.0,0.0
ESP,Испания,Spain,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,10-14,2.0,0.165815480533263
SUR,Суринам,Suriname,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,0.0,0.0
CHE,Швейцария,Switzerland,Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,10-14,0.0,0.0
TUR,Турция,Türkiye,Азия,Asia,Западная Азия,Западная Азия,2022,Женщины,10-14,9.0,0.278129646117109
URY,Уругвай,Uruguay,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,10-14,0.0,0.0
DZA,Алжир,Algeria,Африка,Africa,Северная Африка,Северная Африка,2022,Женщины,15-17,3.0,0.295665543137603
ATG,Антигуа и Барбуда,Antigua and Barbuda,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,0.0,0.0
ARG,Аргентина,Argentina,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,13.0,1.26887265057248
AUS,Австралия,Australia,Океания,Oceania,Австралия и Новая Зеландия,Австралия и Новая Зеландия,2022,Женщины,15-17,0.0,0.0
AUT,Австрия,Austria,Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,15-17,1.0,0.782466490872528
BHS,Багамские Острова,Bahamas,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,0.0,0.0
BRB,Барбадос,Barbados,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,0.0,0.0
BLZ,Белиз,Belize,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,0.0,0.0
BOL,Боливия,Bolivia (Plurinational State of),Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,12.0,3.46611940492507
BIH,Босния и Герцеговина,Bosnia and Herzegovina,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,15-17,0.0,0.0
CAN,Канада,Canada,Америка,Americas,Северная Америка,Северная Америка,2022,Женщины,15-17,3.0,0.490266574278654
CHL,Чили,Chile,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,1.0,0.28563634779653
HKG,Гонконг ,"China, Hong Kong Special Administrative Region",Азия,Asia,Восточная Азия,Восточная Азия,2022,Женщины,15-17,3.0,3.59292194377077
COL,Колумбия,Colombia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,28.0,2.38030063196982
CRI,Коста-Рика,Costa Rica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,2.0,1.89909175936608
HRV,Хорватия,Croatia,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,15-17,0.0,0.0
CZE,Чехия,Czechia,Европа,Europe,Восточная Европа,Восточная Европа,2022,Женщины,15-17,0.0,0.0
DNK,Дания,Denmark,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,15-17,1.0,0.986957358507326
DMA,Доминика,Dominica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,0.0,0.0
DOM,Доминиканская Республика,Dominican Republic,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,7.0,2.46094567110867
ECU,Эквадор,Ecuador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,16.0,3.46420823355692
SLV,Сальвадор,El Salvador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,2.0,1.22526121037429
EST,Эстония,Estonia,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,15-17,0.0,0.0
FIN,Финляндия,Finland,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,15-17,0.0,0.0
FRA,Франция,France,Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,15-17,4.0,0.333121939702431
