iso3,country_ru,Country,region_ru,Region,subregion_ru,Subregion,year,sex,age_group,count,rate_per_100k
HUN,Венгрия,Hungary,Европа,Europe,Восточная Европа,Восточная Европа,2021,Все,Все,75.0,0.772570691377117
ISL,Исландия,Iceland,Европа,Europe,Северная Европа,Северная Европа,2021,Все,Все,2.0,0.536705993798362
IND,Индия,India,Азия,Asia,Южная Азия,Южная Азия,2021,Все,Все,41330.0,2.92249230234054
IRQ_C,Центральный Ирак,Iraq (Central Iraq),Азия,Asia,Западная Азия,Западная Азия,2021,Все,Все,5459.0,15.3974059474885
IRL,Ирландия,Ireland,Европа,Europe,Северная Европа,Северная Европа,2021,Все,Все,22.0,0.437512696568737
ISR,Израиль,Israel,Азия,Asia,Западная Азия,Западная Азия,2021,Все,Все,173.0,1.9344902218508
ITA,Италия,Italy,Европа,Europe,Южная Европа,Южная Европа,2021,Все,Все,303.0,0.50728829294141
JAM,Ямайка,Jamaica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2021,Все,Все,1474.0,51.9438139904003
JPN,Япония,Japan,Азия,Asia,Восточная Азия,Восточная Азия,2021,Все,Все,285.0,0.226767585297115
JOR,Иордания,Jordan,Азия,Asia,Западная Азия,Западная Азия,2021,Все,Все,114.0,1.03014940057956
KAZ,Казахстан,Kazakhstan,Азия,Asia,Центральная Азия,Центральная Азия,2021,Все,Все,562.0,2.84649159527772
KEN,Кения,Kenya,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2021,Все,Все,2796.0,5.25374641584713
XKX,Республика Косово,Kosovo under UNSCR 1244,Европа,Europe,Южная Европа,Южная Европа,2021,Все,Все,33.0,1.89497747704421
LVA,Латвия,Latvia,Европа,Europe,Северная Европа,Северная Европа,2021,Все,Все,57.0,3.02293132059141
LIE,Лихтенштейн,Liechtenstein,Европа,Europe,Западная Европа,Западная Европа,2021,Все,Все,2.0,5.12242598094458
LTU,Литва,Lithuania,Европа,Europe,Северная Европа,Северная Европа,2021,Все,Все,72.0,2.57650105788629
LUX,Люксембург,Luxembourg,Европа,Europe,Западная Европа,Западная Европа,2021,Все,Все,4.0,0.624732536382861
MYS,Малайзия,Malaysia,Азия,Asia,Южно-восточная Азия,Южно-восточная Азия,2021,Все,Все,243.0,0.708818550137325
MLT,Мальта,Malta,Европа,Europe,Южная Европа,Южная Европа,2021,Все,Все,2.0,0.38140534520521
MUS,Маврикий,Mauritius,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2021,Все,Все,34.0,2.65703154091809
MEX,Мексика,Mexico,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2021,Все,Все,35700.0,27.9675034061893
MNG,Монголия,Mongolia,Азия,Asia,Восточная Азия,Восточная Азия,2021,Все,Все,206.0,6.16826672303943
MNE,Черногория,Montenegro,Европа,Europe,Южная Европа,Южная Европа,2021,Все,Все,15.0,2.48405855422824
MAR,Марокко,Morocco,Африка,Africa,Северная Африка,Северная Африка,2021,Все,Все,716.0,1.93752077304373
MMR,Мьянма,Myanmar,Азия,Asia,Южно-восточная Азия,Южно-восточная Азия,2021,Все,Все,15299.0,28.6567343550508
NAM,Намибия,Namibia,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2021,Все,Все,315.0,11.2077806904171
NLD,Нидерланды,Netherlands (Kingdom of the),Европа,Europe,Западная Европа,Западная Европа,2021,Все,Все,126.0,0.710637312796065
NZL,Новая Зеландия,New Zealand,Океания,Oceania,Австралия и Новая Зеландия,Австралия и Новая Зеландия,2021,Все,Все,59.0,1.15511953382508
NIC,Никарагуа,Nicaragua,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2021,Все,Все,754.0,11.3473196321723
MKD,Северная Македония,North Macedonia,Европа,Europe,Южная Европа,Южная Европа,2021,Все,Все,14.0,0.756303996391349
NOR,Норвегия,Norway,Европа,Europe,Северная Европа,Северная Европа,2021,Все,Все,29.0,0.536233629966067
OMN,Оман,Oman,Азия,Asia,Западная Азия,Западная Азия,2021,Все,Все,11.0,0.24442141451561
PAK,Пакистан,Pakistan,Азия,Asia,Южная Азия,Южная Азия,2021,Все,Все,9068.0,3.78657227562101
PAN,Панама,Panama,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2021,Все,Все,550.0,12.6570480772218
PRY,Парагвай,Paraguay,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2021,Все,Все,525.0,7.85436422886151
